lsoa_code,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Barriers to Housing and Services Score,Living Environment Score,crime_count,population,crime_rate,log_crime_rate,latitude,longitude
E01000210,8.197,0.058,0.033,0.518,-1.85,19.894,27.374,289,1530.0,188.89,5.246444957137325,51.58855715916955,-0.18105539792387543
E01000211,14.568,0.112,0.072,3.225,-0.835,30.399,27.757,804,2158.0,372.57,5.9231054033446195,51.58583884701492,-0.1976019751243781
E01000212,10.294,0.063,0.069,0.467,-1.669,25.312,25.698,295,1350.0,218.52,5.39144334453752,51.578539440677964,-0.19468121016949153
E01000213,7.583,0.028,0.025,1.321,-2.218,30.621,31.33,242,1373.0,176.26,5.177617581310252,51.58044128512396,-0.17901088016528927
E01000214,10.503,0.046,0.038,0.416,-2.082,36.7,23.936,431,1677.0,257.01,5.552998343860403,51.57269706960557,-0.19187084686774944
E01000215,13.565,0.103,0.062,6.101,-0.575,30.762,22.19,387,2172.0,178.18,5.188390887169432,51.57976639534884,-0.20894219638242895
E01000216,10.017,0.071,0.061,2.247,-1.305,26.235,21.24,454,1963.0,231.28,5.447943540503849,51.57936234801762,-0.2000715792951542
E01000217,10.826,0.066,0.056,9.331,-1.212,24.166,29.261,645,1837.0,351.12,5.863972026592705,51.58362543565892,-0.20156573953488374
E01000218,15.33,0.104,0.071,9.755,-0.755,28.641,25.532,291,1822.0,159.71,5.0796014985609785,51.57776349140894,-0.2064701615120275
E01000219,19.87,0.097,0.093,14.667,-0.764,34.545,31.116,474,2210.0,214.48,5.372868097812333,51.57597050421941,-0.2124725506329114
E01000220,17.109,0.117,0.092,7.734,-0.48,28.881,29.431,407,1910.0,213.09,5.366396487358631,51.57559328746929,-0.20628809582309582
E01000221,45.842,0.28,0.186,23.471,0.346,55.984,29.763,1417,1477.0,959.38,6.867329039473868,51.57311532392379,-0.21936890119971772
E01000222,27.098,0.163,0.13,12.267,-0.287,37.056,29.883,378,2030.0,186.21,5.232230981420177,51.56916526984127,-0.21268265873015874
E01000223,35.812,0.225,0.142,21.168,-0.005,47.877,28.472,912,2091.0,436.15,6.0802763856269,51.56639371052631,-0.2224762774122807
E01000224,19.679,0.152,0.097,14.005,-0.928,29.827,27.142,430,1682.0,255.65,5.547713289006312,51.56651290232558,-0.2125517581395349
E01000225,10.981,0.066,0.054,6.55,-1.052,28.248,22.709,276,1867.0,147.83,5.0028047149810675,51.585855126811595,-0.20505844202898552
E01000226,31.658,0.224,0.123,23.481,0.373,41.017,30.803,359,1701.0,211.05,5.3568220959206,51.61033270194986,-0.265317147632312
E01000227,9.965,0.082,0.052,4.644,-1.687,29.152,18.465,259,1906.0,135.89,4.919177683607421,51.61483166409266,-0.26590380308880307
E01000228,12.492,0.079,0.055,5.053,-1.232,28.384,17.002,329,1416.0,232.34,5.452496617395711,51.62870808510638,-0.24928607902735567
E01000229,21.609,0.135,0.108,11.185,-0.868,43.196,18.134,324,1657.0,195.53,5.2808150914118945,51.62543813888889,-0.2654853209876543
E01000230,7.886,0.071,0.044,8.824,-1.463,20.598,14.054,193,1964.0,98.27,4.59784341060163,51.623942476683936,-0.2683387357512953
E01000231,17.628,0.103,0.063,4.325,-1.112,46.81,22.468,373,1731.0,215.48,5.3774981644224775,51.62402754155496,-0.25724245576407506
E01000232,14.534,0.114,0.072,5.022,-0.843,29.815,20.257,340,1830.0,185.79,5.229984991171212,51.6202213117647,-0.26091177352941175
E01000233,8.853,0.069,0.054,4.009,-1.829,22.349,20.027,308,1908.0,161.43,5.0902471397313045,51.61597184090909,-0.2610770941558441
E01000234,8.657,0.067,0.047,3.867,-1.185,25.044,18.383,283,1743.0,162.36,5.095956354416355,51.61511372438162,-0.25504651236749115
E01000235,23.347,0.164,0.101,18.521,-0.622,31.954,28.246,543,1805.0,300.83,5.709863944972069,51.61114085082873,-0.2542542283609576
E01000236,10.572,0.079,0.059,3.637,-1.135,25.167,26.189,419,1898.0,220.76,5.401595716001538,51.5842966300716,-0.2132607064439141
E01000237,9.545,0.055,0.036,1.569,-1.722,26.964,29.614,551,2156.0,255.57,5.5474015318626,51.58617720508167,-0.2232285825771325
E01000238,14.457,0.096,0.074,4.747,-1.429,30.448,31.179,434,2101.0,206.57,5.335468632178829,51.588610368663595,-0.2143098410138249
E01000239,21.568,0.137,0.077,6.545,-0.872,50.079,25.352,514,2112.0,243.37,5.498683470172258,51.59242584046692,-0.234607359922179
E01000240,19.599,0.118,0.065,5.762,-1.108,48.523,28.397,423,1779.0,237.77,5.475500745485868,51.59783705200946,-0.23137201891252954
E01000241,10.706,0.071,0.04,1.467,-1.771,34.775,24.967,362,1815.0,199.45,5.300564839088516,51.59498218508287,-0.2243323093922652
E01000242,19.154,0.125,0.084,3.59,-0.959,42.621,21.089,331,1628.0,203.32,5.319687392284229,51.592283924471296,-0.2165198066465257
E01000243,14.093,0.084,0.053,4.629,-0.996,30.061,37.611,842,2171.0,387.84,5.9631679479528685,51.5898031888361,-0.22109291330166272
E01000244,15.649,0.076,0.056,6.449,-1.024,29.684,45.264,1170,1673.0,699.34,6.551565931408118,51.590078250427354,-0.22628207435897435
E01000245,24.116,0.168,0.119,11.778,-0.366,31.387,29.665,1057,2063.0,512.36,6.24097735344226,51.587214023651846,-0.22052891674550615
E01000246,10.621,0.048,0.04,1.711,-1.472,33.776,21.694,276,1549.0,178.18,5.188390887169432,51.65427980434783,-0.18687985144927538
E01000247,10.138,0.077,0.066,2.68,-1.249,28.98,13.317,182,1647.0,110.5,4.7140245909001735,51.65476679120879,-0.17912852747252744
E01000248,7.296,0.046,0.036,1.477,-1.413,17.762,19.701,883,1705.0,517.89,6.251691914652054,51.65557303850509,-0.20370343601359003
E01000249,5.863,0.026,0.044,1.17,-1.947,21.352,16.223,135,1603.0,84.22,4.445236148071766,51.65572318518519,-0.2127865111111111
E01000250,13.03,0.107,0.071,3.559,-1.451,26.11,20.775,1221,2604.0,468.89,6.15249862475868,51.653952582309586,-0.19931405077805078
E01000251,18.853,0.144,0.114,7.175,-0.578,24.873,22.749,939,2233.0,420.51,6.04384350195289,51.65028601810437,-0.17739651224707134
E01000252,13.376,0.099,0.074,2.148,-1.04,30.622,13.639,299,1694.0,176.51,5.179026945356712,51.649784030100335,-0.18477002006688964
E01000253,9.449,0.043,0.032,3.48,-0.861,36.662,11.349,321,2027.0,158.36,5.071165793836288,51.64801947663552,-0.2345585171339564
E01000254,7.764,0.04,0.028,2.182,-1.332,26.527,29.206,269,1593.0,168.86,5.134974568351863,51.6620165873606,-0.20096258364312267
E01000255,18.729,0.149,0.097,6.712,-1.007,30.356,24.066,444,1707.0,260.11,5.564941774473782,51.61294706756757,-0.22422086036036037
E01000256,10.628,0.079,0.043,3.474,-1.523,32.338,18.002,267,1958.0,136.36,4.92260521658922,51.609056408239695,-0.23368860674157302
E01000257,25.001,0.168,0.119,17.095,-0.383,38.645,21.402,1609,2398.0,670.98,6.510228578175494,51.608400078309515,-0.20961105407085145
E01000258,9.156,0.058,0.04,3.553,-1.215,21.856,25.212,322,1887.0,170.64,5.145399260123324,51.61490579813665,-0.24200275465838508
E01000259,13.364,0.095,0.066,3.908,-1.594,30.248,19.213,318,2620.0,121.37,4.807049241997577,51.60693804716981,-0.2143359182389937
E01000260,19.85,0.11,0.074,10.626,-0.992,46.598,24.416,555,2168.0,256.0,5.54907608489522,51.60406529009009,-0.23536564144144143
E01000261,7.628,0.046,0.029,1.12,-1.964,35.954,18.535,234,1822.0,128.43,4.863140194454346,51.622503354700854,-0.23785485470085468
E01000263,5.865,0.024,0.024,1.201,-2.094,27.802,20.901,177,1512.0,117.06,4.771192969812543,51.620280293785314,-0.24793502259887004
E01000264,16.482,0.116,0.077,5.608,-1.209,30.864,29.859,959,1851.0,518.1,6.252096542833184,51.616281051094894,-0.24823984880083422
E01000265,15.103,0.126,0.08,6.251,-0.774,28.433,21.211,319,1895.0,168.34,5.131908528214131,51.62394257053292,-0.1567847711598746
E01000266,8.023,0.045,0.031,2.204,-1.594,22.766,20.379,249,1466.0,169.85,5.140785978561301,51.62373071084337,-0.16416832530120481
E01000267,12.75,0.086,0.057,2.451,-1.07,33.384,30.675,196,1519.0,129.03,4.867765193063229,51.641179244897955,-0.17083930102040815
E01000268,15.262,0.148,0.069,8.957,-1.026,24.859,22.772,633,2024.0,312.75,5.748596490445994,51.64727236334913,-0.18265196524486574
E01000269,10.434,0.067,0.047,5.73,-1.522,27.931,22.356,355,1352.0,262.57,5.574318987350425,51.64423564225352,-0.18434267605633803
E01000270,11.98,0.087,0.069,2.743,-1.613,26.546,21.073,290,1509.0,192.18,5.26362239675115,51.64555922758621,-0.17620804827586206
E01000271,6.648,0.041,0.034,2.069,-1.838,29.726,16.985,172,1636.0,105.13,4.664664757773731,51.639351418604654,-0.17760999418604653
E01000272,4.839,0.03,0.016,1.163,-1.587,22.373,14.362,220,1414.0,155.59,5.053630924557352,51.634847868181815,-0.17097545909090908
E01000273,14.148,0.121,0.083,3.636,-0.964,25.776,18.949,469,1671.0,280.67,5.640736172938566,51.631407040511725,-0.17114432196162047
E01000274,15.582,0.126,0.086,7.751,-0.901,25.14,22.706,393,1930.0,203.63,5.321203470334738,51.627590982188295,-0.1597186972010178
E01000275,13.504,0.118,0.063,3.017,-0.996,36.715,14.371,151,1748.0,86.38,4.47026642352329,51.620938390728476,-0.18662573509933775
E01000276,4.061,0.027,0.023,0.771,-2.082,26.175,13.428,126,1474.0,85.48,4.4599131733309525,51.61881443650793,-0.19438303174603175
E01000277,18.23,0.144,0.106,4.07,-0.769,36.343,19.329,423,1677.0,252.24,5.534337655675926,51.61822443498818,-0.18341759810874705
E01000278,5.525,0.033,0.018,0.964,-1.831,29.02,21.104,153,1483.0,103.17,4.646024179996357,51.61407235294118,-0.19417661437908498
E01000279,8.956,0.017,0.017,1.781,-2.378,37.898,12.864,264,1365.0,193.41,5.269969331032549,51.63277803409091,-0.20081158712121214
E01000280,3.958,0.023,0.03,0.945,-2.161,21.565,15.478,135,1347.0,100.22,4.617296365785932,51.63104113333333,-0.1851148222222222
E01000281,10.933,0.081,0.059,6.189,-0.996,26.224,18.025,685,2000.0,342.5,5.839187111662404,51.63022683357664,-0.17425105255474452
E01000282,8.582,0.057,0.045,1.968,-1.781,24.399,21.335,341,1743.0,195.64,5.281374645817724,51.63064858651027,-0.17775114076246334
E01000283,4.647,0.03,0.019,0.596,-2.208,28.055,14.301,164,1346.0,121.84,4.810882695572622,51.62560568902439,-0.18769673170731707
E01000284,15.477,0.136,0.083,5.239,-0.698,26.898,17.659,582,1929.0,301.71,5.712775251491246,51.62491224398626,-0.17628985910652922
E01000285,15.134,0.105,0.082,8.337,-0.706,27.112,17.854,249,1481.0,168.13,5.13066764998595,51.645575124497995,-0.2099047951807229
E01000286,23.897,0.17,0.119,11.092,-0.444,31.405,23.41,298,1750.0,170.29,5.143358026509894,51.647862298657714,-0.21706657382550337
E01000287,22.723,0.16,0.104,21.677,-0.404,30.131,22.608,336,1634.0,205.63,5.330929754275513,51.643917678571434,-0.21392752380952382
E01000288,13.041,0.091,0.065,8.012,-1.187,27.921,21.62,220,1549.0,142.03,4.9630543984668085,51.6449692,-0.19028625454545453
E01000289,38.33,0.249,0.17,28.383,-0.327,51.981,18.355,362,1558.0,232.35,5.4525394723958245,51.64457582872928,-0.19630408287292817
E01000290,19.937,0.12,0.098,10.938,-0.714,38.416,13.391,270,1559.0,173.19,5.160146657489371,51.644101329629635,-0.2300861
E01000291,32.936,0.23,0.166,25.657,-0.267,38.957,11.862,245,1510.0,162.25,5.09528276815654,51.64400035510204,-0.20298704897959186
E01000292,11.315,0.079,0.077,3.672,-1.209,20.499,18.462,287,1563.0,183.62,5.218299658562006,51.64911673867596,-0.20340833797909408
E01000293,7.608,0.06,0.044,1.381,-1.409,18.942,21.151,185,1775.0,104.23,4.656148430752721,51.64977749189189,-0.19843925405405405
E01000294,12.242,0.093,0.086,2.224,-0.295,25.006,12.621,769,1756.0,437.93,6.08433994705818,51.650827602080625,-0.2128707425227568
E01000295,13.306,0.06,0.056,1.118,-1.255,25.781,41.739,499,1605.0,310.9,5.742682623613757,51.601901531062126,-0.1896170601202405
E01000296,12.11,0.085,0.053,4.316,-1.184,28.689,23.002,1028,1802.0,570.48,6.348229486996957,51.60367677529183,-0.1923252266536965
E01000297,9.009,0.074,0.044,7.204,-1.322,24.197,19.889,276,1439.0,191.8,5.261653382176445,51.59951889492754,-0.1817125
E01000298,11.827,0.094,0.046,1.708,-1.449,26.444,27.123,350,1758.0,199.09,5.298767265328402,51.60506385142857,-0.18507466000000003
E01000299,17.004,0.119,0.06,2.994,-0.639,26.429,41.331,1746,2196.0,795.08,6.679699683306906,51.614845816723935,-0.17719112829324168
E01000300,12.253,0.097,0.059,3.089,-0.681,27.881,21.835,327,1635.0,200.0,5.303304908059076,51.61410178287461,-0.18274937920489298
E01000301,7.059,0.048,0.048,1.066,-1.613,21.836,21.665,172,1463.0,117.57,4.775503503469979,51.611100348837205,-0.188599011627907
E01000302,15.595,0.129,0.086,6.762,-0.724,28.26,18.501,543,1797.0,302.17,5.7142937042818485,51.610653926335175,-0.18174293738489872
E01000303,6.805,0.05,0.032,1.124,-1.639,31.613,12.46,263,1511.0,174.06,5.165128772304292,51.6079693460076,-0.19315988593155894
E01000304,13.531,0.087,0.06,4.188,-0.637,36.709,23.302,206,1536.0,134.11,4.906089261471868,51.605751621359225,-0.19791457281553396
E01000305,27.857,0.164,0.117,15.048,-0.648,45.441,34.409,781,1606.0,486.3,6.18887994984946,51.57545434827144,-0.23724501152368757
E01000306,14.045,0.075,0.044,13.002,-0.947,32.814,31.348,283,2009.0,140.87,4.954911145323894,51.57889223321555,-0.23507655123674912
E01000307,23.325,0.147,0.081,18.495,-1.017,35.276,32.261,2641,1641.0,1316.1433999999997,7.183220579642747,51.576269238924645,-0.2247051325255585
E01000308,31.832,0.204,0.109,25.938,-0.535,42.403,31.921,654,2058.0,317.78,5.7645012096909065,51.57799233792049,-0.24339443730886848
E01000309,13.899,0.09,0.059,3.428,-1.603,36.538,26.827,261,2094.0,124.64,4.833420674670446,51.58549975095786,-0.23542199616858236
E01000310,19.223,0.108,0.064,14.199,-0.751,41.658,28.117,1174,2201.0,533.39,6.281125909472503,51.58006854940375,-0.22436610647359453
E01000311,11.072,0.043,0.053,1.966,-1.843,26.841,31.631,429,1758.0,244.03,5.501380652028055,51.58161113286713,-0.21730834965034967
E01000312,24.927,0.151,0.096,9.643,-0.25,54.472,21.426,460,1781.0,258.28,5.557908558833292,51.58182885,-0.2505849195652174
E01000313,19.932,0.115,0.076,11.933,-0.586,40.221,30.047,633,1871.0,338.32,5.826943614939534,51.5799312464455,-0.23907231911532384
E01000314,10.677,0.055,0.035,2.835,-1.415,29.239,25.473,828,2197.0,376.88,5.934576684900933,51.58277910748792,-0.23011208091787438
E01000315,32.727,0.239,0.163,23.302,-0.325,34.64,19.208,491,1710.0,287.13,5.663411767179517,51.60893954786151,-0.16439522606924645
E01000316,19.874,0.138,0.079,3.672,-1.038,33.719,30.861,1328,2222.0,597.66,6.39469382427457,51.60383367620482,-0.17445794879518073
E01000317,10.85,0.098,0.054,2.406,-1.149,25.353,21.911,232,1631.0,142.24,4.964521545130232,51.60826749137931,-0.1799437974137931
E01000318,14.711,0.12,0.056,3.402,-1.163,25.899,25.854,357,1862.0,191.73,5.26129024571096,51.61008637815126,-0.1727278263305322
E01000319,9.915,0.076,0.046,1.877,-1.324,24.253,23.027,230,1342.0,171.39,5.149759351906887,51.60257633913044,-0.17892508695652176
E01000320,8.719,0.077,0.039,1.303,-1.78,28.257,19.714,235,1941.0,121.07,4.804594650681708,51.62020492340425,-0.1726110595744681
E01000321,14.405,0.104,0.077,4.408,-1.081,25.102,31.229,266,1947.0,136.62,4.9244962637743335,51.61995178947369,-0.17778285714285713
E01000322,14.866,0.124,0.078,2.411,-1.241,27.666,28.924,661,1851.0,357.1,5.880812277004387,51.617012568835094,-0.17280754614220878
E01000323,18.834,0.118,0.078,4.866,-0.482,27.802,35.376,915,2373.0,385.59,5.957364699910975,51.613882910382515,-0.17489764153005463
E01000324,13.755,0.094,0.075,4.525,-0.569,24.585,21.96,308,1832.0,168.12,5.1306085221219275,51.613151899350655,-0.16424425324675324
E01000325,5.875,0.039,0.035,11.501,-1.385,18.379,14.375,167,1660.0,100.6,4.6210435351443815,51.46201910179641,0.16330655688622756
E01000326,11.973,0.053,0.038,16.265,-1.095,32.998,26.995,129,1436.0,89.83,4.508989627514122,51.463359302325586,0.1732032558139535
E01000327,7.68,0.043,0.045,11.786,-0.737,19.191,16.278,256,1591.0,160.91,5.087040625298661,51.46300902734375,0.154433515625
E01000328,11.404,0.05,0.049,17.211,-0.693,20.362,13.589,260,1651.0,157.48,5.0656284023902955,51.456370169230766,0.1663082846153846
E01000329,15.875,0.097,0.075,20.584,-0.916,23.933,19.845,444,1728.0,256.94,5.552726999736245,51.455213058558556,0.15610348423423426
E01000330,17.867,0.112,0.087,13.023,-0.107,24.574,31.997,1025,1645.0,623.1,6.436310611939997,51.45800287414634,0.15030780097560975
E01000331,28.281,0.151,0.137,33.267,-0.004,36.033,22.699,293,1714.0,170.95,5.147203736878275,51.45318981569965,0.1627744061433447
E01000332,16.091,0.106,0.078,16.749,-0.815,20.316,25.33,229,1550.0,147.74,5.002199815275154,51.48595565502183,0.1509464017467249
E01000333,25.871,0.167,0.126,34.467,0.056,23.342,23.367,818,1900.0,430.53,6.0673370330198315,51.482316207823956,0.14540480562347188
E01000334,12.987,0.08,0.063,20.914,-0.772,27.128,13.728,327,1689.0,193.61,5.270997555893074,51.48204164220184,0.14047222018348623
E01000335,31.73,0.16,0.095,37.431,-0.457,50.822,31.915,1368,2797.0,489.1,6.194609451915502,51.49367280482457,0.1541238764619883
E01000336,31.362,0.222,0.137,24.927,-0.129,38.468,27.661,562,2050.0,274.15,5.617316403505768,51.490687195729535,0.14617389323843416
E01000337,19.57,0.165,0.093,15.541,-0.715,26.767,23.293,290,1736.0,167.05,5.124261554171115,51.48810464482759,0.14290829310344827
E01000338,18.89,0.123,0.07,17.74,-0.261,26.9,31.707,384,1811.0,212.04,5.361479941505677,51.48858379166666,0.14753646354166666
E01000339,16.3,0.109,0.099,23.223,-0.302,16.828,12.707,186,1619.0,114.89,4.7526414653463,51.43878159677419,0.08471502688172043
E01000340,12.831,0.074,0.044,19.776,-0.481,27.236,28.127,180,1578.0,114.07,4.745540638835367,51.45219624444445,0.08917024999999999
E01000341,8.884,0.062,0.057,14.854,-0.807,15.877,16.246,111,1534.0,72.36,4.295378827948209,51.44927213513513,0.0945200990990991
E01000342,8.918,0.035,0.041,17.66,-1.001,21.444,24.005,214,1507.0,142.0,4.962844630259907,51.44771815420561,0.09038595327102802
E01000343,8.347,0.055,0.049,15.982,-0.922,15.963,18.648,224,1469.0,152.48,5.033570265378752,51.4485333125,0.10029810714285714
E01000344,6.105,0.034,0.042,12.306,-0.703,15.548,13.015,256,1613.0,158.71,5.073359670668218,51.441513078125,0.08772666796875
E01000345,6.252,0.041,0.033,12.598,-0.778,16.663,17.59,74,1297.0,57.05,4.061304708143901,51.44178383783784,0.09408991891891891
E01000346,9.662,0.053,0.051,15.303,-0.759,14.693,24.63,196,1567.0,125.08,4.836916626109569,51.446006780612244,0.11217070408163266
E01000347,11.175,0.077,0.04,22.953,-0.584,19.19,22.451,329,1491.0,220.66,5.401144676347507,51.44905330395137,0.10452900911854104
E01000348,4.979,0.02,0.032,12.641,-1.292,17.301,14.633,123,1460.0,84.25,4.445588116163626,51.44584989430894,0.12565829268292683
E01000349,7.459,0.048,0.034,9.743,-1.158,27.531,16.379,204,1717.0,118.81,4.785907154651808,51.44630598529411,0.13413034313725491
E01000350,7.89,0.046,0.034,17.944,-0.832,18.184,20.794,270,1483.0,182.06,5.2098139679566335,51.44533311851852,0.10301515185185185
E01000351,7.587,0.05,0.039,16.4,-1.138,22.757,12.409,148,1609.0,91.98,4.532384416262439,51.442932094594596,0.11779408108108107
E01000352,14.763,0.099,0.061,21.656,-0.728,24.688,23.87,457,1602.0,285.27,5.656935421423358,51.448935452954046,0.11552963457330416
E01000353,5.202,0.046,0.034,9.686,-1.378,11.135,15.115,164,1675.0,97.91,4.594210345751749,51.46896271951219,0.14429237804878048
E01000354,21.316,0.143,0.123,23.867,-0.054,23.683,21.561,212,1491.0,142.19,4.964172419685915,51.46985097169811,0.13590083490566038
E01000355,8.189,0.039,0.047,16.778,-0.741,18.053,17.91,155,1460.0,106.16,4.674323044676408,51.4672527483871,0.1493693935483871
E01000356,7.94,0.052,0.063,12.733,-0.915,12.146,14.394,894,1589.0,562.62,6.334380265555303,51.46443841051454,0.1328762673378076
E01000357,4.079,0.02,0.027,11.965,-1.286,11.932,14.658,179,1387.0,129.06,4.867995882441006,51.468419960893854,0.12681217877094972
E01000358,6.15,0.046,0.039,12.017,-1.075,15.424,16.626,302,1661.0,181.82,5.208502062225673,51.46592565562914,0.14318241390728478
